Source,"2015 Poverty and Median Household Income Estimates - Counties, States, and National
Source:  U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program
Release date:  December 2016",,,
Note ,Poverty ,,,
URL ,http://www.census.gov/did/www/saipe/data/statecounty/data/2015.html,,,
,,,,
Fips ,Geography ,Year,Statistics ,Value 
0,United States ,2015,"Poverty Percent, All Ages",14.7
18000,Indiana,2015,"Poverty Percent, All Ages",14.4
18001,"Adams, IN",2015,"Poverty Percent, All Ages",12.8
18003,"Allen, IN",2015,"Poverty Percent, All Ages",14.6
18005,"Bartholomew, IN",2015,"Poverty Percent, All Ages",11.9
18007,"Benton, IN",2015,"Poverty Percent, All Ages",11.1
18009,"Blackford, IN",2015,"Poverty Percent, All Ages",14.5
18011,"Boone, IN",2015,"Poverty Percent, All Ages",6
18013,"Brown, IN",2015,"Poverty Percent, All Ages",11.4
18015,"Carroll, IN",2015,"Poverty Percent, All Ages",9.4
18017,"Cass, IN",2015,"Poverty Percent, All Ages",13.1
18019,"Clark, IN",2015,"Poverty Percent, All Ages",10.4
18021,"Clay, IN",2015,"Poverty Percent, All Ages",12.9
18023,"Clinton, IN",2015,"Poverty Percent, All Ages",11.9
18025,"Crawford, IN",2015,"Poverty Percent, All Ages",18.7
18027,"Daviess, IN",2015,"Poverty Percent, All Ages",14.6
18029,"Dearborn, IN",2015,"Poverty Percent, All Ages",8.9
18031,"Decatur, IN",2015,"Poverty Percent, All Ages",13
18033,"DeKalb, IN",2015,"Poverty Percent, All Ages",10.5
18035,"Delaware, IN",2015,"Poverty Percent, All Ages",23
18037,"Dubois, IN",2015,"Poverty Percent, All Ages",7.6
18039,"Elkhart, IN",2015,"Poverty Percent, All Ages",14
18041,"Fayette, IN",2015,"Poverty Percent, All Ages",16.2
18043,"Floyd, IN",2015,"Poverty Percent, All Ages",11.3
18045,"Fountain, IN",2015,"Poverty Percent, All Ages",12.1
18047,"Franklin, IN",2015,"Poverty Percent, All Ages",9.9
18049,"Fulton, IN",2015,"Poverty Percent, All Ages",11.7
18051,"Gibson, IN",2015,"Poverty Percent, All Ages",11
18053,"Grant, IN",2015,"Poverty Percent, All Ages",18
18055,"Greene, IN",2015,"Poverty Percent, All Ages",14.7
18057,"Hamilton, IN",2015,"Poverty Percent, All Ages",4.7
18059,"Hancock, IN",2015,"Poverty Percent, All Ages",6
18061,"Harrison, IN",2015,"Poverty Percent, All Ages",11.2
18063,"Hendricks, IN",2015,"Poverty Percent, All Ages",5.5
18065,"Henry, IN",2015,"Poverty Percent, All Ages",14.7
18067,"Howard, IN",2015,"Poverty Percent, All Ages",16.9
18069,"Huntington, IN",2015,"Poverty Percent, All Ages",10.9
18071,"Jackson, IN",2015,"Poverty Percent, All Ages",12.1
18073,"Jasper, IN",2015,"Poverty Percent, All Ages",9.3
18075,"Jay, IN",2015,"Poverty Percent, All Ages",15.2
18077,"Jefferson, IN",2015,"Poverty Percent, All Ages",13.4
18079,"Jennings, IN",2015,"Poverty Percent, All Ages",13.1
18081,"Johnson, IN",2015,"Poverty Percent, All Ages",8
18083,"Knox, IN",2015,"Poverty Percent, All Ages",19.1
18085,"Kosciusko, IN",2015,"Poverty Percent, All Ages",10
18087,"Lagrange, IN",2015,"Poverty Percent, All Ages",8.6
18089,"Lake, IN",2015,"Poverty Percent, All Ages",16.6
18091,"LaPorte, IN",2015,"Poverty Percent, All Ages",15.7
18093,"Lawrence, IN",2015,"Poverty Percent, All Ages",13.9
18095,"Madison, IN",2015,"Poverty Percent, All Ages",16.7
18097,"Marion, IN",2015,"Poverty Percent, All Ages",20.6
18099,"Marshall, IN",2015,"Poverty Percent, All Ages",10.6
18101,"Martin, IN",2015,"Poverty Percent, All Ages",13.8
18103,"Miami, IN",2015,"Poverty Percent, All Ages",14.8
18105,"Monroe, IN",2015,"Poverty Percent, All Ages",23.5
18107,"Montgomery, IN",2015,"Poverty Percent, All Ages",12.3
18109,"Morgan, IN",2015,"Poverty Percent, All Ages",11.4
18111,"Newton, IN",2015,"Poverty Percent, All Ages",12.2
18113,"Noble, IN",2015,"Poverty Percent, All Ages",9.8
18115,"Ohio, IN",2015,"Poverty Percent, All Ages",10.2
18117,"Orange, IN",2015,"Poverty Percent, All Ages",15.7
18119,"Owen, IN",2015,"Poverty Percent, All Ages",15.8
18121,"Parke, IN",2015,"Poverty Percent, All Ages",17.2
18123,"Perry, IN",2015,"Poverty Percent, All Ages",13.2
18125,"Pike, IN",2015,"Poverty Percent, All Ages",11.1
18127,"Porter, IN",2015,"Poverty Percent, All Ages",11.6
18129,"Posey, IN",2015,"Poverty Percent, All Ages",9.7
18131,"Pulaski, IN",2015,"Poverty Percent, All Ages",14.2
18133,"Putnam, IN",2015,"Poverty Percent, All Ages",13.6
18135,"Randolph, IN",2015,"Poverty Percent, All Ages",18
