Source ,Bureau of Labor Statistics ,,,
Note ,Unemployment Rate (not seasonal adjusted) ,,,
URL ,https://data.bls.gov/pdq/SurveyOutputServlet,,,
,,,,
Fips ,Geography ,Year ,Statistics ,Value 
18000,Indiana ,1994,Unemployment Rate ,4.9
18001,"Adams, IN",1994,Unemployment Rate ,3.8
18003,"Allen, IN",1994,Unemployment Rate ,4.3
18005,"Bartholomew, IN",1994,Unemployment Rate ,3.4
18007,"Benton, IN",1994,Unemployment Rate ,5.8
18009,"Blackford, IN",1994,Unemployment Rate ,7
18011,"Boone, IN",1994,Unemployment Rate ,3.1
18013,"Brown, IN",1994,Unemployment Rate ,2.8
18015,"Carroll, IN",1994,Unemployment Rate ,4.2
18017,"Cass, IN",1994,Unemployment Rate ,8.9
18019,"Clark, IN",1994,Unemployment Rate ,5.2
18021,"Clay, IN",1994,Unemployment Rate ,5.9
18023,"Clinton, IN",1994,Unemployment Rate ,3.8
18025,"Crawford, IN",1994,Unemployment Rate ,10.6
18027,"Daviess, IN",1994,Unemployment Rate ,4.4
18029,"Dearborn, IN",1994,Unemployment Rate ,6.3
18031,"Decatur, IN",1994,Unemployment Rate ,3.8
18033,"DeKalb, IN",1994,Unemployment Rate ,4.5
18035,"Delaware, IN",1994,Unemployment Rate ,5.6
18037,"Dubois, IN",1994,Unemployment Rate ,3.2
18039,"Elkhart, IN",1994,Unemployment Rate ,3.1
18041,"Fayette, IN",1994,Unemployment Rate ,9.4
18043,"Floyd, IN",1994,Unemployment Rate ,4.3
18045,"Fountain, IN",1994,Unemployment Rate ,6.8
18047,"Franklin, IN",1994,Unemployment Rate ,6.6
18049,"Fulton, IN",1994,Unemployment Rate ,4.8
18051,"Gibson, IN",1994,Unemployment Rate ,7.4
18053,"Grant, IN",1994,Unemployment Rate ,7.7
18055,"Greene, IN",1994,Unemployment Rate ,9.3
18057,"Hamilton, IN",1994,Unemployment Rate ,2.2
18059,"Hancock, IN",1994,Unemployment Rate ,3.3
18061,"Harrison, IN",1994,Unemployment Rate ,4.3
18063,"Hendricks, IN",1994,Unemployment Rate ,2.5
18065,"Henry, IN",1994,Unemployment Rate ,6.8
18067,"Howard, IN",1994,Unemployment Rate ,5.6
18069,"Huntington, IN",1994,Unemployment Rate ,5.2
18071,"Jackson, IN",1994,Unemployment Rate ,4.3
18073,"Jasper, IN",1994,Unemployment Rate ,5.6
18075,"Jay, IN",1994,Unemployment Rate ,5.8
18077,"Jefferson, IN",1994,Unemployment Rate ,4.8
18079,"Jennings, IN",1994,Unemployment Rate ,3.3
18081,"Johnson, IN",1994,Unemployment Rate ,3.2
18083,"Knox, IN",1994,Unemployment Rate ,4.5
18085,"Kosciusko, IN",1994,Unemployment Rate ,3.2
18087,"Lagrange, IN",1994,Unemployment Rate ,3.7
18089,"Lake, IN",1994,Unemployment Rate ,7
18091,"LaPorte, IN",1994,Unemployment Rate ,5
18093,"Lawrence, IN",1994,Unemployment Rate ,7.3
18095,"Madison, IN",1994,Unemployment Rate ,5.2
18097,"Marion, IN",1994,Unemployment Rate ,4.6
18099,"Marshall, IN",1994,Unemployment Rate ,3.3
18101,"Martin, IN",1994,Unemployment Rate ,5.4
18103,"Miami, IN",1994,Unemployment Rate ,6.2
18105,"Monroe, IN",1994,Unemployment Rate ,3.9
18107,"Montgomery, IN",1994,Unemployment Rate ,2.8
18109,"Morgan, IN",1994,Unemployment Rate ,4.3
18111,"Newton, IN",1994,Unemployment Rate ,5.5
18113,"Noble, IN",1994,Unemployment Rate ,3.5
18115,"Ohio, IN",1994,Unemployment Rate ,6.3
18117,"Orange, IN",1994,Unemployment Rate ,9
18119,"Owen, IN",1994,Unemployment Rate ,6.1
18121,"Parke, IN",1994,Unemployment Rate ,5.9
18123,"Perry, IN",1994,Unemployment Rate ,8.9
18125,"Pike, IN",1994,Unemployment Rate ,6.1
18127,"Porter, IN",1994,Unemployment Rate ,4.7
18129,"Posey, IN",1994,Unemployment Rate ,4.1
18131,"Pulaski, IN",1994,Unemployment Rate ,5.9
18133,"Putnam, IN",1994,Unemployment Rate ,3.3
18135,"Randolph, IN",1994,Unemployment Rate ,9.1
18137,"Ripley, IN",1994,Unemployment Rate ,5.4
18139,"Rush, IN",1994,Unemployment Rate ,4.7
18141,"St. Joseph, IN",1994,Unemployment Rate ,4.3
18143,"Scott, IN",1994,Unemployment Rate ,4.9
18145,"Shelby, IN",1994,Unemployment Rate ,4.5
18147,"Spencer, IN",1994,Unemployment Rate ,6.3
18149,"Starke, IN",1994,Unemployment Rate ,5.7
18151,"Steuben, IN",1994,Unemployment Rate ,3.8
18153,"Sullivan, IN",1994,Unemployment Rate ,9
18155,"Switzerland, IN",1994,Unemployment Rate ,5.5
18157,"Tippecanoe, IN",1994,Unemployment Rate ,3.4
18159,"Tipton, IN",1994,Unemployment Rate ,4.5
18161,"Union, IN",1994,Unemployment Rate ,5.9
18163,"Vanderburgh, IN",1994,Unemployment Rate ,5.1
18165,"Vermillion, IN",1994,Unemployment Rate ,8.5
18167,"Vigo, IN",1994,Unemployment Rate ,6.5
18169,"Wabash, IN",1994,Unemployment Rate ,4.3
18171,"Warren, IN",1994,Unemployment Rate ,4.8
18173,"Warrick, IN",1994,Unemployment Rate ,5
18175,"Washington, IN",1994,Unemployment Rate ,6.1
18177,"Wayne, IN",1994,Unemployment Rate ,6.5
18179,"Wells, IN",1994,Unemployment Rate ,3.8
18181,"White, IN",1994,Unemployment Rate ,5.3
18183,"Whitley, IN",1994,Unemployment Rate ,3.7
18000,Indiana ,1995,unemployment Rate ,4.6
18001,"Adams, IN",1995,unemployment Rate ,5
18003,"Allen, IN",1995,unemployment Rate ,3.8
18005,"Bartholomew, IN",1995,unemployment Rate ,3
18007,"Benton, IN",1995,unemployment Rate ,4.9
18009,"Blackford, IN",1995,unemployment Rate ,6.4
18011,"Boone, IN",1995,unemployment Rate ,2.7
18013,"Brown, IN",1995,unemployment Rate ,2.8
18015,"Carroll, IN",1995,unemployment Rate ,3.3
18017,"Cass, IN",1995,unemployment Rate ,6.8
18019,"Clark, IN",1995,unemployment Rate ,4.6
18021,"Clay, IN",1995,unemployment Rate ,6.1
18023,"Clinton, IN",1995,unemployment Rate ,3.5
18025,"Crawford, IN",1995,unemployment Rate ,9.6
18027,"Daviess, IN",1995,unemployment Rate ,4.8
18029,"Dearborn, IN",1995,unemployment Rate ,6.5
18031,"Decatur, IN",1995,unemployment Rate ,3.9
18033,"DeKalb, IN",1995,unemployment Rate ,3.8
18035,"Delaware, IN",1995,unemployment Rate ,4.9
18037,"Dubois, IN",1995,unemployment Rate ,3.2
18039,"Elkhart, IN",1995,unemployment Rate ,3.7
18041,"Fayette, IN",1995,unemployment Rate ,10.2
18043,"Floyd, IN",1995,unemployment Rate ,4.1
18045,"Fountain, IN",1995,unemployment Rate ,5.1
18047,"Franklin, IN",1995,unemployment Rate ,6.4
18049,"Fulton, IN",1995,unemployment Rate ,4.4
18051,"Gibson, IN",1995,unemployment Rate ,6.2
18053,"Grant, IN",1995,unemployment Rate ,7.1
18055,"Greene, IN",1995,unemployment Rate ,9.2
18057,"Hamilton, IN",1995,unemployment Rate ,2
18059,"Hancock, IN",1995,unemployment Rate ,3.1
18061,"Harrison, IN",1995,unemployment Rate ,4.7
18063,"Hendricks, IN",1995,unemployment Rate ,2.3
18065,"Henry, IN",1995,unemployment Rate ,5.8
18067,"Howard, IN",1995,unemployment Rate ,4.4
18069,"Huntington, IN",1995,unemployment Rate ,4.3
18071,"Jackson, IN",1995,unemployment Rate ,3.9
18073,"Jasper, IN",1995,unemployment Rate ,6
18075,"Jay, IN",1995,unemployment Rate ,5.6
18077,"Jefferson, IN",1995,unemployment Rate ,4.7
18079,"Jennings, IN",1995,unemployment Rate ,3.2
18081,"Johnson, IN",1995,unemployment Rate ,2.8
18083,"Knox, IN",1995,unemployment Rate ,4.2
18085,"Kosciusko, IN",1995,unemployment Rate ,3.3
18087,"Lagrange, IN",1995,unemployment Rate ,3.5
18089,"Lake, IN",1995,unemployment Rate ,6.9
18091,"LaPorte, IN",1995,unemployment Rate ,5.5
18093,"Lawrence, IN",1995,unemployment Rate ,6.5
18095,"Madison, IN",1995,unemployment Rate ,4.8
18097,"Marion, IN",1995,unemployment Rate ,4.3
18099,"Marshall, IN",1995,unemployment Rate ,3.4
18101,"Martin, IN",1995,unemployment Rate ,6.2
18103,"Miami, IN",1995,unemployment Rate ,6.6
18105,"Monroe, IN",1995,unemployment Rate ,3.4
18107,"Montgomery, IN",1995,unemployment Rate ,2.7
18109,"Morgan, IN",1995,unemployment Rate ,3.7
18111,"Newton, IN",1995,unemployment Rate ,5.4
18113,"Noble, IN",1995,unemployment Rate ,3.7
18115,"Ohio, IN",1995,unemployment Rate ,5.9
18117,"Orange, IN",1995,unemployment Rate ,9.3
18119,"Owen, IN",1995,unemployment Rate ,5.5
18121,"Parke, IN",1995,unemployment Rate ,5.7
18123,"Perry, IN",1995,unemployment Rate ,8.2
18125,"Pike, IN",1995,unemployment Rate ,6.7
18127,"Porter, IN",1995,unemployment Rate ,4.7
18129,"Posey, IN",1995,unemployment Rate ,4.1
18131,"Pulaski, IN",1995,unemployment Rate ,5.1
18133,"Putnam, IN",1995,unemployment Rate ,3.7
18135,"Randolph, IN",1995,unemployment Rate ,7.5
18137,"Ripley, IN",1995,unemployment Rate ,5.7
18139,"Rush, IN",1995,unemployment Rate ,4.6
18141,"St. Joseph, IN",1995,unemployment Rate ,4.2
18143,"Scott, IN",1995,unemployment Rate ,5.4
18145,"Shelby, IN",1995,unemployment Rate ,5.4
18147,"Spencer, IN",1995,unemployment Rate ,5.6
18149,"Starke, IN",1995,unemployment Rate ,6.2
18151,"Steuben, IN",1995,unemployment Rate ,3.3
18153,"Sullivan, IN",1995,unemployment Rate ,8.8
18155,"Switzerland, IN",1995,unemployment Rate ,6
18157,"Tippecanoe, IN",1995,unemployment Rate ,2.7
18159,"Tipton, IN",1995,unemployment Rate ,3.6
18161,"Union, IN",1995,unemployment Rate ,5.5
18163,"Vanderburgh, IN",1995,unemployment Rate ,5.2
18165,"Vermillion, IN",1995,unemployment Rate ,8.2
18167,"Vigo, IN",1995,unemployment Rate ,5.8
18169,"Wabash, IN",1995,unemployment Rate ,4.3
18171,"Warren, IN",1995,unemployment Rate ,4.6
18173,"Warrick, IN",1995,unemployment Rate ,4.7
18175,"Washington, IN",1995,unemployment Rate ,6.3
18177,"Wayne, IN",1995,unemployment Rate ,5.7
18179,"Wells, IN",1995,unemployment Rate ,3.4
18181,"White, IN",1995,unemployment Rate ,4.5
18183,"Whitley, IN",1995,unemployment Rate ,3.5
18000,Indiana ,1996,unemployment Rate ,4.1
18001,"Adams, IN",1996,unemployment Rate ,4
18003,"Allen, IN",1996,unemployment Rate ,3.5
18005,"Bartholomew, IN",1996,unemployment Rate ,2.8
